streamer_id,product_id,date,price,discount_rate,views,conversion_rate,cost_per_unit,shelf_life_days,holiday_flag,quantity_sold,CCE
S9,P011,2024-08-23 23:00:00,20.39,0.14,84847,0.0294,6.12,165,0,2494,1.6557
S23,P004,2024-08-24 00:00:00,29.62,0.19,27957,0.0165,6.69,160,1,461,0.8322
S19,P005,2024-08-24 01:00:00,26.04,0.19,23150,0.0349,7.82,123,0,807,1.7412
S6,P002,2024-08-24 02:00:00,24.19,0.25,40034,0.0109,8.25,15,0,436,0.5651
S17,P002,2024-08-24 03:00:00,8.49,0.07,29191,0.0259,4.65,79,0,756,1.319
S23,P006,2024-08-24 04:00:00,17.19,0.08,36505,0.0294,5.57,41,0,1073,1.5318
S23,P003,2024-08-24 05:00:00,16.96,0.06,106635,0.0287,7.09,113,0,3060,1.6488
S4,P001,2024-08-24 06:00:00,13.29,0.26,104875,0.0221,4.88,73,0,2317,1.2649
S12,P008,2024-08-24 07:00:00,10.59,0.09,10762,0.0073,6.71,167,0,78,0.3264
S1,P007,2024-08-24 08:00:00,20.99,0.29,63825,0.0408,9.32,166,0,2604,2.2445
S21,P003,2024-08-24 09:00:00,22.13,0.17,41330,0.0216,6.08,76,0,892,1.1355
S20,P014,2024-08-24 10:00:00,11.39,0.26,86364,0.0302,7.77,162,0,2608,1.7038
S2,P009,2024-08-24 11:00:00,23.11,0.06,118979,0.0176,9.57,59,0,2094,1.0159
S6,P012,2024-08-24 12:00:00,22.33,0.28,27859,0.0378,3.53,15,0,1053,1.9219
S12,P004,2024-08-24 13:00:00,17.36,0.28,100715,0.026,4.36,71,0,2618,1.4851
S3,P010,2024-08-24 14:00:00,12.03,0.1,6226,0.0447,8.33,122,0,278,1.9401
S16,P006,2024-08-24 15:00:00,11.82,0.29,94982,0.0429,6.03,21,0,4074,2.446
S5,P011,2024-08-24 16:00:00,22.09,0.13,86560,0.0187,3.57,42,0,1618,1.0505
S21,P001,2024-08-24 17:00:00,16.13,0.21,71899,0.0108,5.17,105,0,776,0.5914
S2,P007,2024-08-24 18:00:00,9.16,0.18,27077,0.0111,5.69,162,0,300,0.554
S8,P006,2024-08-24 19:00:00,23.94,0.12,48220,0.0178,9.29,149,0,858,0.9472
S2,P005,2024-08-24 20:00:00,13.8,0.24,58433,0.0407,7.53,22,1,2378,2.221
S15,P004,2024-08-24 21:00:00,7.01,0.22,109838,0.0245,5.55,101,0,2691,1.4093
S22,P010,2024-08-24 22:00:00,20.64,0.32,109436,0.0376,7.15,48,0,4114,2.1689
S12,P014,2024-08-24 23:00:00,12.27,0.27,40655,0.0064,8.87,51,0,260,0.3271
S14,P009,2024-08-25 00:00:00,29.51,0.19,44846,0.0129,10.42,97,0,578,0.6784
S11,P004,2024-08-25 01:00:00,20.36,0.15,119348,0.0225,10.05,165,1,2685,1.3026
S16,P007,2024-08-25 02:00:00,8.57,0.13,63879,0.033,9.61,161,0,2108,1.8132
S19,P007,2024-08-25 03:00:00,8.04,0.15,114093,0.028,5.92,34,0,3194,1.6178
S25,P013,2024-08-25 04:00:00,21.72,0.15,17536,0.0336,6.61,127,0,589,1.6292
S20,P005,2024-08-25 05:00:00,7.84,0.33,55420,0.0422,7.97,80,1,2338,2.2922
S25,P012,2024-08-25 06:00:00,12.41,0.09,24049,0.0222,6.39,82,0,533,1.1073
S10,P002,2024-08-25 07:00:00,19.26,0.35,100612,0.0239,4.51,22,0,2404,1.364
S9,P009,2024-08-25 08:00:00,10.68,0.27,34801,0.0081,7.34,169,0,281,0.411
S10,P003,2024-08-25 09:00:00,28.45,0.16,89406,0.026,4.79,156,0,2324,1.4696
S25,P001,2024-08-25 10:00:00,23.12,0.23,55426,0.0074,8.12,77,0,410,0.3916
S23,P005,2024-08-25 11:00:00,19.54,0.16,6940,0.0098,4.41,110,0,68,0.4209
S19,P008,2024-08-25 12:00:00,28.11,0.2,78405,0.0106,7.81,125,0,831,0.5848
S19,P014,2024-08-25 13:00:00,19.66,0.12,31100,0.0238,8.35,147,0,740,1.2186
S18,P005,2024-08-25 14:00:00,29.46,0.26,98432,0.0065,6.12,124,0,639,0.3612
S1,P003,2024-08-25 15:00:00,16.64,0.08,84145,0.0255,10.06,142,0,2145,1.4334
S15,P003,2024-08-25 16:00:00,12.11,0.34,41942,0.029,4.87,134,0,1216,1.5309
S17,P010,2024-08-25 17:00:00,12.75,0.26,62973,0.0361,6.48,50,0,2273,1.9821
S11,P015,2024-08-25 18:00:00,26.56,0.15,56979,0.0134,7.44,66,1,763,0.7212
S2,P004,2024-08-25 19:00:00,9.92,0.17,54849,0.021,6.3,170,0,1151,1.1333
S13,P008,2024-08-25 20:00:00,9.89,0.33,104129,0.0036,9.42,98,0,374,0.1955
S17,P010,2024-08-25 21:00:00,17.31,0.22,10135,0.0079,5.43,34,0,80,0.3518
S10,P004,2024-08-25 22:00:00,20.54,0.11,31618,0.0446,8.07,144,0,1410,2.2981
S24,P002,2024-08-25 23:00:00,15.53,0.15,85150,0.0034,7.89,85,1,289,0.1805
S23,P008,2024-08-26 00:00:00,15.52,0.23,36804,0.0389,4.06,41,1,1431,2.0323
S1,P009,2024-08-26 01:00:00,6.68,0.28,112763,0.0237,8.72,30,0,2672,1.366
S6,P014,2024-08-26 02:00:00,10.18,0.29,20115,0.0358,8.32,112,0,720,1.7613
S12,P011,2024-08-26 03:00:00,8.05,0.17,101988,0.0034,4.18,93,0,346,0.1836
S23,P004,2024-08-26 04:00:00,21.11,0.25,38027,0.0406,4.05,61,0,1543,2.1283
S7,P006,2024-08-26 05:00:00,27.66,0.31,113245,0.0399,10.5,173,0,4518,2.3091
S5,P007,2024-08-26 06:00:00,12.93,0.3,66781,0.017,6.11,27,0,1135,0.9318
S11,P002,2024-08-26 07:00:00,11.32,0.16,94764,0.0272,8.42,34,0,2577,1.5459
S5,P014,2024-08-26 08:00:00,24.61,0.11,49987,0.0209,8.1,103,0,1044,1.1181
S20,P004,2024-08-26 09:00:00,19.47,0.09,101081,0.0065,6.52,79,0,657,0.362
S18,P011,2024-08-26 10:00:00,19.87,0.29,86962,0.0374,3.92,84,0,3252,2.1143
S14,P002,2024-08-26 11:00:00,19.58,0.32,84201,0.0391,7.72,55,0,3292,2.2047
S10,P004,2024-08-26 12:00:00,23.56,0.18,108940,0.0276,10.0,57,0,3006,1.5881
S22,P008,2024-08-26 13:00:00,26.31,0.11,32604,0.0352,6.65,96,0,1147,1.8165
S4,P006,2024-08-26 14:00:00,26.28,0.22,111544,0.0073,6.3,79,0,814,0.4117
S16,P005,2024-08-26 15:00:00,14.25,0.34,77453,0.0225,5.27,173,1,1742,1.254
S13,P004,2024-08-26 16:00:00,20.07,0.11,61101,0.0429,5.3,93,0,2621,2.3514
S22,P008,2024-08-26 17:00:00,21.82,0.26,28042,0.0181,8.23,50,0,507,0.9144
S1,P006,2024-08-26 18:00:00,23.49,0.19,34026,0.0191,5.51,130,0,649,0.984
S12,P010,2024-08-26 19:00:00,28.94,0.12,64614,0.0245,9.05,73,0,1583,1.3443
S15,P013,2024-08-26 20:00:00,10.41,0.29,118707,0.0186,9.88,30,1,2207,1.0742
S18,P010,2024-08-26 21:00:00,11.04,0.1,105627,0.022,8.64,161,0,2323,1.2599
S12,P002,2024-08-26 22:00:00,29.67,0.14,118645,0.0033,10.07,58,0,391,0.1803
S12,P014,2024-08-26 23:00:00,26.57,0.28,28576,0.0114,4.71,95,0,325,0.5723
S18,P001,2024-08-27 00:00:00,21.45,0.33,68484,0.0435,5.53,80,0,2979,2.4092
S3,P006,2024-08-27 01:00:00,9.13,0.29,86992,0.0222,3.51,67,0,1931,1.25
S25,P011,2024-08-27 02:00:00,23.0,0.27,119751,0.0246,5.95,172,0,2945,1.4258
S1,P002,2024-08-27 03:00:00,26.67,0.06,42098,0.0219,7.21,27,0,921,1.1534
S23,P006,2024-08-27 04:00:00,23.53,0.24,59711,0.025,8.52,28,0,1492,1.3622
S22,P002,2024-08-27 05:00:00,15.03,0.11,13692,0.0301,5.79,98,0,412,1.4209
S9,P004,2024-08-27 06:00:00,8.29,0.25,62505,0.027,5.12,65,0,1687,1.4783
S20,P010,2024-08-27 07:00:00,7.42,0.33,14390,0.0433,5.99,144,0,623,2.0603
S9,P014,2024-08-27 08:00:00,16.15,0.06,57548,0.0081,6.23,58,1,466,0.4314
S10,P008,2024-08-27 09:00:00,19.64,0.2,41155,0.0089,6.27,27,0,366,0.4603
S5,P003,2024-08-27 10:00:00,24.39,0.34,42082,0.0377,7.94,69,0,1586,1.9945
S16,P008,2024-08-27 11:00:00,25.26,0.14,86051,0.009,7.73,96,0,774,0.4988
S17,P006,2024-08-27 12:00:00,16.67,0.22,81897,0.008,4.17,167,1,655,0.44
S24,P007,2024-08-27 13:00:00,28.85,0.24,114882,0.0246,4.25,151,1,2826,1.4207
S10,P015,2024-08-27 14:00:00,10.32,0.32,32164,0.0146,7.48,25,1,469,0.7451
S8,P003,2024-08-27 15:00:00,17.26,0.25,45110,0.0316,5.8,148,0,1425,1.6808
S21,P009,2024-08-27 16:00:00,17.93,0.06,26887,0.0341,7.76,22,1,916,1.7265
S12,P013,2024-08-27 17:00:00,17.57,0.2,107359,0.0188,4.42,170,0,2018,1.0764
S24,P015,2024-08-27 18:00:00,11.98,0.11,44113,0.0159,10.22,82,0,701,0.8377
S14,P004,2024-08-27 19:00:00,23.03,0.23,70391,0.026,5.56,37,0,1830,1.4385
S3,P008,2024-08-27 20:00:00,23.48,0.25,31312,0.041,5.25,65,0,1283,2.1096
S18,P005,2024-08-27 21:00:00,20.79,0.33,16782,0.0278,9.68,170,0,466,1.3397
S4,P010,2024-08-27 22:00:00,7.47,0.31,73854,0.0361,7.31,65,0,2666,2.0109
S21,P014,2024-08-27 23:00:00,9.95,0.07,47322,0.0264,6.77,15,0,1249,1.4084
S18,P004,2024-08-28 00:00:00,14.05,0.06,81831,0.0056,6.51,80,0,458,0.3042
S17,P012,2024-08-28 01:00:00,6.78,0.06,66854,0.0276,8.71,67,1,1845,1.5207
S11,P011,2024-08-28 02:00:00,7.14,0.18,77153,0.028,7.78,92,0,2160,1.563
S16,P015,2024-08-28 03:00:00,22.26,0.26,48444,0.0393,6.37,87,0,1903,2.1074
S8,P005,2024-08-28 04:00:00,21.84,0.15,74247,0.0078,8.0,144,1,579,0.4249
S7,P009,2024-08-28 05:00:00,20.59,0.18,65488,0.0335,6.03,121,0,2193,1.845
S13,P009,2024-08-28 06:00:00,8.37,0.11,53425,0.0408,3.67,149,0,2179,2.2083
S22,P003,2024-08-28 07:00:00,20.16,0.12,44180,0.0385,8.16,101,0,1700,2.0465
S21,P002,2024-08-28 08:00:00,10.15,0.21,65248,0.028,5.41,161,0,1826,1.5395
S15,P008,2024-08-28 09:00:00,24.4,0.09,43496,0.0272,8.05,106,0,1183,1.44
S18,P011,2024-08-28 10:00:00,25.7,0.31,67743,0.0217,8.96,128,1,1470,1.1944
S5,P003,2024-08-28 11:00:00,19.77,0.23,29365,0.017,4.69,15,0,499,0.8619
S8,P008,2024-08-28 12:00:00,24.74,0.3,59614,0.0159,5.38,168,1,947,0.8617
S10,P005,2024-08-28 13:00:00,27.55,0.11,35295,0.0141,6.48,72,0,497,0.7257
S15,P011,2024-08-28 14:00:00,20.78,0.19,75126,0.0087,6.76,127,1,653,0.4759
S24,P001,2024-08-28 15:00:00,8.33,0.12,62113,0.0037,6.66,143,0,229,0.1917
S10,P001,2024-08-28 16:00:00,15.66,0.34,31135,0.0057,4.91,109,0,177,0.2824
S20,P013,2024-08-28 17:00:00,19.4,0.17,39230,0.0178,8.99,144,0,698,0.9289
S10,P012,2024-08-28 18:00:00,11.57,0.05,53988,0.0232,8.97,149,0,1252,1.2515
S4,P013,2024-08-28 19:00:00,18.74,0.07,14123,0.0355,6.31,126,0,501,1.6836
S14,P005,2024-08-28 20:00:00,14.36,0.35,84904,0.0208,9.59,49,0,1766,1.1678
S19,P002,2024-08-28 21:00:00,9.53,0.24,66854,0.011,4.16,150,0,735,0.5986
S22,P008,2024-08-28 22:00:00,8.9,0.22,94371,0.0097,5.32,80,0,915,0.5431
S19,P008,2024-08-28 23:00:00,8.75,0.16,102308,0.0135,3.92,96,0,1381,0.7662
S18,P010,2024-08-29 00:00:00,10.54,0.09,43164,0.0347,7.81,167,0,1497,1.8392
S8,P001,2024-08-29 01:00:00,16.42,0.06,9023,0.029,9.87,68,0,261,1.3081
S12,P008,2024-08-29 02:00:00,19.56,0.19,95589,0.0247,6.21,30,0,2361,1.4038
S6,P005,2024-08-29 03:00:00,16.0,0.28,89159,0.0109,5.32,56,0,971,0.6087
S23,P001,2024-08-29 04:00:00,16.24,0.05,68442,0.0276,5.95,72,1,1888,1.524
S17,P007,2024-08-29 05:00:00,15.1,0.26,40747,0.0322,6.34,145,0,1312,1.6965
S8,P015,2024-08-29 06:00:00,7.38,0.05,16161,0.0396,9.51,143,0,639,1.9062
S14,P009,2024-08-29 07:00:00,15.76,0.08,5518,0.0278,3.97,96,0,153,1.1851
S17,P010,2024-08-29 08:00:00,20.02,0.21,14027,0.0053,10.31,25,0,74,0.2405
S9,P005,2024-08-29 09:00:00,18.73,0.32,113455,0.0289,7.87,118,0,3278,1.6694
S15,P014,2024-08-29 10:00:00,14.02,0.33,85691,0.0243,9.0,139,1,2082,1.3676
S17,P012,2024-08-29 11:00:00,17.42,0.29,69061,0.0086,4.19,33,0,593,0.4666
S9,P008,2024-08-29 12:00:00,26.43,0.25,57121,0.0257,8.99,68,1,1468,1.395
S8,P006,2024-08-29 13:00:00,10.96,0.07,116590,0.0168,8.54,130,0,1958,0.9675
S9,P002,2024-08-29 14:00:00,22.11,0.24,25819,0.0223,10.02,97,0,575,1.1202
S22,P012,2024-08-29 15:00:00,6.74,0.09,77166,0.0189,7.61,141,0,1458,1.051
S25,P004,2024-08-29 16:00:00,13.25,0.18,94045,0.0098,7.18,116,0,921,0.5486
S1,P013,2024-08-29 17:00:00,12.77,0.33,54240,0.0386,4.48,34,0,2093,2.0914
S17,P007,2024-08-29 18:00:00,29.91,0.14,27628,0.0082,4.24,50,0,226,0.4068
S3,P007,2024-08-29 19:00:00,8.85,0.08,70143,0.0406,5.08,176,0,2847,2.2526
S5,P008,2024-08-29 20:00:00,11.34,0.1,98192,0.0062,10.34,90,0,608,0.3438
S5,P010,2024-08-29 21:00:00,28.69,0.12,111081,0.0389,7.45,16,0,4321,2.2472
S23,P011,2024-08-29 22:00:00,23.48,0.29,13346,0.0384,4.23,132,0,512,1.8113
S7,P008,2024-08-29 23:00:00,17.25,0.27,60294,0.0195,3.55,37,0,1175,1.0607
S23,P014,2024-08-30 00:00:00,20.04,0.15,69768,0.0142,9.36,64,1,990,0.7794
S13,P009,2024-08-30 01:00:00,16.69,0.22,66349,0.0334,8.21,46,0,2216,1.8416
S8,P013,2024-08-30 02:00:00,10.42,0.2,69499,0.0098,9.06,135,0,681,0.5338
S25,P001,2024-08-30 03:00:00,11.94,0.28,73956,0.0275,6.31,43,0,2033,1.529
S11,P013,2024-08-30 04:00:00,10.4,0.21,34291,0.0164,6.91,149,0,562,0.8438
S8,P001,2024-08-30 05:00:00,27.46,0.19,83436,0.0117,4.58,90,0,976,0.6504
S21,P003,2024-08-30 06:00:00,27.71,0.28,39154,0.0399,7.98,94,0,1562,2.0973
S21,P005,2024-08-30 07:00:00,17.76,0.24,71900,0.0138,5.76,43,1,992,0.7591
S21,P014,2024-08-30 08:00:00,11.12,0.1,30717,0.0108,3.68,161,0,331,0.5455
S11,P003,2024-08-30 09:00:00,19.4,0.28,91956,0.0277,3.65,120,0,2547,1.5704
S9,P014,2024-08-30 10:00:00,17.29,0.28,10376,0.0305,6.84,158,0,316,1.3977
S2,P012,2024-08-30 11:00:00,26.01,0.15,15417,0.0266,8.85,28,0,410,1.27
S3,P011,2024-08-30 12:00:00,18.2,0.11,34758,0.0303,3.56,66,1,1053,1.5716
S20,P006,2024-08-30 13:00:00,14.97,0.26,48614,0.0256,9.97,102,0,1244,1.3688
S1,P014,2024-08-30 14:00:00,13.04,0.14,84299,0.018,5.22,119,0,1517,1.0083
S25,P005,2024-08-30 15:00:00,6.01,0.31,11447,0.0073,6.01,85,0,83,0.3286
S11,P014,2024-08-30 16:00:00,6.44,0.07,7494,0.0136,3.59,97,0,101,0.5942
S4,P002,2024-08-30 17:00:00,26.99,0.35,86022,0.0167,7.37,128,0,1436,0.9363
S5,P009,2024-08-30 18:00:00,6.02,0.28,99687,0.0203,10.01,46,0,2023,1.1557
S22,P015,2024-08-30 19:00:00,9.63,0.23,77904,0.0276,10.08,176,1,2150,1.5418
S11,P006,2024-08-30 20:00:00,17.21,0.11,82746,0.0038,8.24,111,0,314,0.2026
S10,P002,2024-08-30 21:00:00,11.38,0.18,58417,0.0038,7.78,47,0,221,0.196
S25,P003,2024-08-30 22:00:00,18.99,0.11,79063,0.0076,8.49,127,0,600,0.4161
S21,P002,2024-08-30 23:00:00,17.67,0.15,117269,0.0112,9.87,98,0,1313,0.6411
S2,P007,2024-08-31 00:00:00,22.46,0.13,83630,0.0146,4.03,172,0,1220,0.8149
S1,P002,2024-08-31 01:00:00,20.52,0.1,19861,0.0064,5.08,36,0,127,0.3042
S17,P012,2024-08-31 02:00:00,15.4,0.06,21011,0.0385,9.01,46,0,808,1.9034
S5,P015,2024-08-31 03:00:00,15.36,0.08,109306,0.0417,8.93,15,0,4558,2.4065
S6,P004,2024-08-31 04:00:00,12.01,0.12,100031,0.0061,3.52,50,0,610,0.3387
S2,P015,2024-08-31 05:00:00,10.7,0.18,62301,0.0186,7.9,86,0,1158,1.0142
S5,P009,2024-08-31 06:00:00,25.06,0.23,20100,0.0148,8.43,40,0,297,0.7207
S1,P014,2024-08-31 07:00:00,12.77,0.27,7261,0.014,7.96,27,0,101,0.6098
S7,P001,2024-08-31 08:00:00,16.07,0.27,84033,0.0197,4.27,63,0,1655,1.1044
S25,P015,2024-08-31 09:00:00,20.12,0.19,106134,0.0163,5.54,35,0,1729,0.9307
S6,P013,2024-08-31 10:00:00,18.47,0.29,91307,0.0235,10.44,169,0,2145,1.3296
S14,P005,2024-08-31 11:00:00,11.96,0.27,19660,0.0386,5.43,22,0,758,1.8956
S14,P013,2024-08-31 12:00:00,24.77,0.22,17289,0.0058,8.78,144,0,100,0.2705
S20,P010,2024-08-31 13:00:00,14.37,0.07,104847,0.0107,5.87,127,1,1121,0.606
S24,P009,2024-08-31 14:00:00,13.58,0.27,95665,0.0375,7.94,60,0,3587,2.1379
S25,P009,2024-08-31 15:00:00,8.65,0.34,32648,0.0422,7.3,108,1,1377,2.1805
S4,P012,2024-08-31 16:00:00,20.01,0.23,94165,0.0134,4.1,86,1,1261,0.7548
S12,P005,2024-08-31 17:00:00,9.96,0.29,91687,0.011,5.43,147,1,1008,0.6159
S19,P002,2024-08-31 18:00:00,18.35,0.26,51304,0.0132,9.11,95,0,677,0.7033
S12,P015,2024-08-31 19:00:00,27.17,0.34,68608,0.0281,8.64,146,0,1927,1.5521
S24,P012,2024-08-31 20:00:00,24.22,0.07,31986,0.0054,8.95,168,0,172,0.2676
S16,P007,2024-08-31 21:00:00,28.85,0.16,42339,0.0274,8.79,125,0,1160,1.447
S9,P006,2024-08-31 22:00:00,24.65,0.07,29621,0.0339,3.84,129,0,1004,1.7327
S4,P009,2024-08-31 23:00:00,18.27,0.18,117763,0.0404,4.76,102,0,4757,2.3461
S1,P013,2024-09-01 00:00:00,10.99,0.21,25214,0.0281,8.77,56,0,708,1.4115
S5,P015,2024-09-01 01:00:00,28.79,0.21,18695,0.0319,4.8,112,0,596,1.5563
S25,P008,2024-09-01 02:00:00,20.22,0.11,62589,0.0364,8.88,18,1,2278,1.9976
S17,P011,2024-09-01 03:00:00,25.24,0.23,33466,0.0167,7.17,111,0,558,0.8574
S18,P010,2024-09-01 04:00:00,16.71,0.31,31572,0.0297,6.04,163,0,937,1.526
S20,P014,2024-09-01 05:00:00,21.78,0.28,13061,0.023,5.31,72,0,300,1.0774
S5,P013,2024-09-01 06:00:00,13.4,0.06,14777,0.0226,4.17,24,0,333,1.0724
S1,P009,2024-09-01 07:00:00,20.35,0.17,72937,0.0239,9.84,47,0,1743,1.3256
S3,P010,2024-09-01 08:00:00,18.79,0.28,90717,0.0343,10.33,114,1,3111,1.9453
S14,P004,2024-09-01 09:00:00,26.25,0.15,9736,0.0344,9.44,72,0,334,1.5671
S17,P007,2024-09-01 10:00:00,21.99,0.09,34332,0.0279,7.89,114,1,957,1.4444
S22,P013,2024-09-01 11:00:00,12.29,0.3,27338,0.0363,9.18,162,0,992,1.8417
S11,P002,2024-09-01 12:00:00,15.44,0.3,77291,0.0135,10.44,121,0,1043,0.7472
S4,P013,2024-09-01 13:00:00,20.2,0.17,56228,0.0071,5.89,17,0,399,0.3758
S3,P015,2024-09-01 14:00:00,27.18,0.18,88028,0.0195,10.24,21,0,1716,1.0976
S1,P004,2024-09-01 15:00:00,13.0,0.28,19884,0.0276,4.15,156,0,548,1.3534
S12,P002,2024-09-01 16:00:00,18.41,0.22,56821,0.0424,6.77,97,0,2409,2.3084
S18,P012,2024-09-01 17:00:00,24.0,0.05,30104,0.0231,8.65,142,0,695,1.1786
S4,P013,2024-09-01 18:00:00,26.92,0.34,116275,0.0085,4.41,29,0,988,0.4832
S19,P011,2024-09-01 19:00:00,16.28,0.31,54622,0.0342,4.1,103,0,1868,1.8528
S10,P015,2024-09-01 20:00:00,24.13,0.2,111198,0.019,5.34,29,0,2112,1.0913
S3,P010,2024-09-01 21:00:00,11.97,0.08,56395,0.0277,8.13,148,0,1562,1.5027
S21,P015,2024-09-01 22:00:00,11.92,0.18,104302,0.0063,8.85,163,1,657,0.3515
S17,P009,2024-09-01 23:00:00,6.09,0.32,38434,0.0129,6.8,162,1,495,0.6684
S5,P008,2024-09-02 00:00:00,16.4,0.09,54038,0.0402,6.85,153,0,2172,2.1779
S1,P002,2024-09-02 01:00:00,6.33,0.34,109434,0.0247,8.85,109,0,2703,1.4205
S5,P005,2024-09-02 02:00:00,24.38,0.06,9968,0.025,7.52,164,0,249,1.1384
S18,P001,2024-09-02 03:00:00,24.71,0.19,37785,0.0121,4.42,82,0,457,0.6251
S21,P011,2024-09-02 04:00:00,16.31,0.29,106530,0.0165,8.76,19,0,1757,0.9425
S3,P003,2024-09-02 05:00:00,16.05,0.14,81516,0.0413,7.56,93,1,3366,2.3227
S20,P015,2024-09-02 06:00:00,17.69,0.13,98122,0.0146,6.52,57,1,1432,0.8266
S1,P006,2024-09-02 07:00:00,25.92,0.33,37673,0.0292,7.24,75,0,1100,1.5259
S21,P014,2024-09-02 08:00:00,18.68,0.09,89785,0.0305,9.61,123,0,2738,1.7268
S7,P011,2024-09-02 09:00:00,8.16,0.16,36259,0.0224,6.67,16,0,812,1.1633
S16,P006,2024-09-02 10:00:00,16.34,0.25,32559,0.0424,7.86,55,1,1380,2.1904
S19,P015,2024-09-02 11:00:00,19.54,0.15,90175,0.007,3.78,51,0,631,0.3868
S24,P009,2024-09-02 12:00:00,19.61,0.13,13353,0.029,9.73,101,0,387,1.3649
S7,P001,2024-09-02 13:00:00,13.33,0.08,55271,0.0189,10.2,131,1,1044,1.0194
S25,P004,2024-09-02 14:00:00,14.53,0.16,109131,0.0142,3.67,48,0,1549,0.8111
S3,P007,2024-09-02 15:00:00,13.84,0.22,66662,0.0168,4.31,128,0,1119,0.9205
S13,P014,2024-09-02 16:00:00,23.06,0.27,48065,0.0032,8.77,135,0,153,0.16
S10,P011,2024-09-02 17:00:00,11.2,0.08,47431,0.0133,7.66,149,0,630,0.7035
S5,P006,2024-09-02 18:00:00,13.26,0.08,7196,0.0033,8.91,145,1,23,0.134
S25,P013,2024-09-02 19:00:00,18.42,0.18,57145,0.0325,6.92,72,0,1857,1.7674
S6,P007,2024-09-02 20:00:00,25.72,0.18,13847,0.0151,8.98,79,0,209,0.7075
S24,P015,2024-09-02 21:00:00,8.35,0.16,89073,0.0208,6.46,51,0,1852,1.1728
S3,P014,2024-09-02 22:00:00,15.9,0.23,36454,0.0181,3.77,131,1,659,0.9381
S21,P007,2024-09-02 23:00:00,7.3,0.34,10098,0.0139,5.92,48,1,140,0.6283
S15,P013,2024-09-03 00:00:00,12.24,0.07,78078,0.0203,4.06,28,0,1584,1.1309
S21,P004,2024-09-03 01:00:00,22.86,0.19,24678,0.0374,9.85,132,0,922,1.8788
S11,P006,2024-09-03 02:00:00,23.7,0.15,114344,0.0252,9.21,67,0,2881,1.455
S5,P011,2024-09-03 03:00:00,12.92,0.33,94567,0.0268,9.4,90,0,2534,1.5227
S1,P005,2024-09-03 04:00:00,22.28,0.08,91940,0.0204,3.55,163,0,1875,1.1532
S22,P009,2024-09-03 05:00:00,19.27,0.12,29238,0.0161,6.71,117,1,470,0.8153
S7,P005,2024-09-03 06:00:00,11.52,0.22,65300,0.0051,9.41,117,0,333,0.2702
S20,P001,2024-09-03 07:00:00,24.97,0.08,64678,0.0326,5.22,130,0,2108,1.7931
S21,P009,2024-09-03 08:00:00,25.03,0.25,35879,0.0051,8.49,31,0,182,0.2549
S9,P006,2024-09-03 09:00:00,17.22,0.33,6856,0.0205,3.92,152,0,140,0.8929
S21,P008,2024-09-03 10:00:00,23.65,0.21,19691,0.0178,8.66,178,0,350,0.8675
S23,P003,2024-09-03 11:00:00,15.45,0.12,50685,0.0337,7.01,76,0,1708,1.8129
S7,P008,2024-09-03 12:00:00,19.93,0.3,39527,0.0434,6.93,63,0,1715,2.2844
S11,P012,2024-09-03 13:00:00,20.1,0.34,61323,0.0372,10.04,114,0,2281,2.0379
S17,P008,2024-09-03 14:00:00,10.76,0.21,5621,0.0317,7.8,126,0,178,1.356
S16,P007,2024-09-03 15:00:00,27.32,0.2,104731,0.0134,4.35,108,0,1403,0.762
S10,P004,2024-09-03 16:00:00,21.7,0.29,6749,0.0115,5.67,26,0,77,0.4945
S19,P010,2024-09-03 17:00:00,18.12,0.17,9485,0.0413,4.12,178,0,391,1.8785
S19,P008,2024-09-03 18:00:00,22.81,0.25,63694,0.0102,10.29,129,0,649,0.5517
S6,P011,2024-09-03 19:00:00,6.52,0.25,84196,0.0062,3.7,127,0,522,0.3391
S15,P006,2024-09-03 20:00:00,20.24,0.31,92466,0.0073,9.45,160,0,675,0.4049
S21,P009,2024-09-03 21:00:00,25.94,0.07,19084,0.027,9.28,120,0,515,1.3181
S5,P014,2024-09-03 22:00:00,16.69,0.32,103175,0.0287,10.19,72,0,2961,1.6441
S11,P003,2024-09-03 23:00:00,28.57,0.06,14337,0.0437,9.88,117,0,626,2.0787
S24,P002,2024-09-04 00:00:00,13.82,0.13,56179,0.0072,9.07,149,0,404,0.3812
S10,P012,2024-09-04 01:00:00,26.99,0.19,38490,0.0117,6.08,117,0,450,0.6052
S16,P015,2024-09-04 02:00:00,10.31,0.25,17418,0.0125,7.86,30,0,217,0.5978
S25,P009,2024-09-04 03:00:00,22.01,0.21,21802,0.0423,5.63,104,0,922,2.1003
S2,P013,2024-09-04 04:00:00,26.11,0.12,116674,0.0279,8.26,38,0,3255,1.6151
S12,P011,2024-09-04 05:00:00,18.27,0.28,93416,0.029,7.69,76,0,2709,1.647
S13,P010,2024-09-04 06:00:00,22.66,0.11,7257,0.0096,5.87,84,1,69,0.4142
S10,P004,2024-09-04 07:00:00,13.54,0.18,29139,0.0436,9.94,82,0,1270,2.2285
S20,P014,2024-09-04 08:00:00,20.74,0.12,16769,0.035,7.61,156,0,586,1.6898
S19,P005,2024-09-04 09:00:00,26.77,0.33,24371,0.0297,10.27,162,0,723,1.4875
S23,P015,2024-09-04 10:00:00,24.66,0.14,28057,0.0117,9.59,63,0,328,0.5867
S6,P004,2024-09-04 11:00:00,24.0,0.31,11248,0.0148,9.26,152,1,166,0.6778
